"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
Charles Rutenberg Realty Inc,Pending,739000.0,6,4,2184.207862,"38 Dare Ct","Brooklyn, NY ",United States,40.5877991,-73.9216187,"11229"
Avenues - Headquarters,Condo for sale,325000.0,2,1,979.0,"122 E 102nd St Apt 5B","New York, NY ",New York,40.7897507,-73.9487257,"10029"
Pride Estates,Co-op for sale,289000.0,1,1,520.0,"7401 Shore Rd Apt 2L","Brooklyn, NY ",New York,40.6339937,-74.0363466,"11209"
Douglas Elliman - 140 Franklin,Co-op for sale,595000.0,1,1,2184.207862,"317 E 3rd St Apt 4","New York, NY ",New York,40.7211983,-73.9787559,"10009"
Realty Connect Usa L I Inc,Pending,669000.0,3,1,1080.0,"42-39 248th St","Little Neck, NY ",United States,40.7696159,-73.7403605,"11363"
COMPASS,Townhouse for sale,13995000,5,2,6815.0,"137 W 77th St","Manhattan, NY ",United States,40.7813836,-73.9776937,"10024"
NEXT - NextStopNY,Co-op for sale,2095000.0,4,4,2184.207862,"345 E 56th St Ph C","New York, NY ",United States,40.7579677,-73.9636757,"10022"
Beaudoin Realty Group Inc,Co-op for sale,585000.0,3,1,1050.0,"35-31 85th St Unit 8J","Jackson Heights, NY ",United States,40.7512505,-73.8814433,"11372"
EXIT REALTY TOP PROPERTIES,House for sale,699000.0,3,2,1538.0,"38 Jones St","New York, NY ",United States,40.6059609,-74.1644799,"10314"
Douglas Elliman - 156 Montague,Co-op for sale,799000.0,2,2,1043.0,"175 Adams St Apt 3G","Brooklyn, NY ",New York,40.6985714,-73.9881911,"11201"
Red Door Realty Group,House for sale,888888.0,4,3,2088.0,"20 Greencroft Ln","Staten Island, NY ",United States,40.5469948,-74.1413764,"10308"
ES Realty Eva Shammah LLC,House for sale,1690000.0,3,2,1536.0,"1914 E 26th St","Brooklyn, NY ",United States,40.6042182,-73.946797,"11229"
Corcoran Chelsea/Flatiron,Pending,299999.0,3,1,2184.207862,"215 W 75th St Apt 4D","New York, NY ",New York,40.7810583,-73.9808407,"10023"
Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,2695000.0,6,5,4720.0,"327 Convent Ave","New York, NY ",United States,40.8235127,-73.9467514,"10031"
Compass Realty Central Inc.,House for sale,694000.0,3,3,1360.0,"364 Armstrong Ave","Staten Island, NY ",United States,40.5423126,-74.1555672,"10308"
Douglas Elliman - 3544 Johnson Ave,House for sale,688888.0,4,2,2846.0,"761 S Oak Dr","Bronx, NY ",United States,40.8726182,-73.8651768,"10467"
Sowae Corp,House for sale,400000.0,4,2,1980.0,"781 Sheperd Ave","Brooklyn, NY ",United States,40.665357,-73.8770867,"11208"
Sowae Corp,Multi-family home for sale,346000.0,5,2,2184.207862,"103-12 104th St","Ozone Park, NY ",United States,40.6837891,-73.8381042,"11417"
Sowae Corp,House for sale,265000.0,3,1,2184.207862,"135-38 224th St","Springfield Gardens, NY ",United States,40.67538,-73.7472571,"11413"
Winzone Realty Inc,House for sale,319000.0,3,2,1224.0,"57 Neutral Ave","Staten Island, NY ",United States,40.5604695,-74.1018925,"10306"
Corcoran East Side,Townhouse for sale,24800000,6,8,2184.207862,"45 E 74th St","New York, NY ",United States,40.772929,-73.9635462,"10021"
Exp Realty,House for sale,1100000.0,9,4,3276.0,"421 W 154th St","New York, NY ",United States,40.8307115,-73.9424229,"10032"
Sowae Corp,Multi-family home for sale,309000.0,6,2,2184.207862,"2918 Brookhaven Ave","Far Rockaway, NY ",United States,40.5980695,-73.7632649,"11691"
Keller Williams Realty Liberty,House for sale,650000.0,3,2,1522.0,"237-14 93rd Rd","Bellerose, NY ",United States,40.723245,-73.7293286,"11426"
Rise Realty,House for sale,799000.0,4,2,1975.0,"604 Lamont Ave","Staten Island, NY ",United States,40.5387812,-74.193378,"10312"
Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,259000.0,3,2,1089.0,"7E Edgewater Park Unit E","Bronx, NY ",United States,40.8246371,-73.8072061,"10465"
DiTommaso Real Estate,House for sale,1195000.0,4,4,2704.0,"52 Indale Ave","Staten Island, NY ",United States,40.5143019,-74.2044734,"10309"
Serhant,Condo for sale,17500000,5,6,5499.0,"37 Warren St Unit Phcd","New York, NY ",United States,40.7143354,-74.0087443,"10007"
Salmon Realty Group,Condo for sale,189000.0,2,2,966.0,"20 Cliff St Apt 6D","Staten Island, NY ",New York,40.6109595,-74.060351,"10305"
Midas Realty,Condo for sale,759000.0,3,2,1200.0,"206-04 Emily Rd Unit 37M","Bayside, NY ",New York,40.7881763,-73.7877051,"11360"
COMPASS,Condo for sale,499000.0,1,1,630.0,"157 E 72nd St Apt 8I","Manhattan, NY ",New York,40.7702318,-73.9610161,"10021"
TREBACH REALTY INC,House for sale,1249000.0,3,2,2184.207862,"3021 Arlington Ave","Bronx, NY ",United States,40.8822913,-73.9137305,"10463"
Rock Realty Inc,Multi-family home for sale,1150000.0,12,6,5508.0,"32-40 48 St","Astoria, NY ",United States,40.755049,-73.9136386,"11103"
"Island Advantage Rlty, Llc",Foreclosure,1749900.0,5,4,3740.0,"517 W 142nd St","New York, NY ",United States,40.824015,-73.9502067,"10031"
COMPASS,Co-op for sale,694000.0,2,1,2184.207862,"345 Montgomery St Apt 4N","Brooklyn, NY ",New York,40.6657959,-73.9527658,"11225"
Charles H. Greenthal Property,Co-op for sale,1399000.0,3,4,1993.0,"269-10 Grand Central Pkwy Unit 21W","Floral Park, NY ",New York,40.7566899,-73.72075,"11005"
Douglas Elliman - Roslyn,Condo for sale,649000.0,3,2,1182.0,"163-04 71st Ave Unit 122","Fresh Meadows, NY ",New York,40.7302938,-73.8059248,"11365"
WW Realty Group Inc,House for sale,499000.0,5,2,1760.0,"2774 Marion Ave","Bronx, NY ",United States,40.8663864,-73.8878945,"10458"
Julia B. Fee Sotheby's International Realty,Multi-family home for sale,1050000.0,5,4,3132.0,"2818 Miles Ave","Bronx, NY ",United States,40.8176549,-73.8197053,"10465"
COMPASS,Townhouse for sale,5000000.0,10,9,6425.0,"137 W 80th St","Manhattan, NY ",United States,40.7832598,-73.976047,"10024"
HOT HOMES REALTY LLC.,Pending,90000.0,1,1,660.0,"16 Mapleton Ave","Staten Island, NY ",United States,40.574451,-74.0929448,"10306"
Douglas Elliman - 575 Madison Ave,House for sale,56000000,11,10,24000.0,"9 W 54th St","New York, NY ",United States,40.7616,-73.9761913,"10019"
Douglas Elliman - 575 Madison Ave,Condo for sale,500000.0,4,3,1794.0,"251 W 89th St Apt 6E","New York, NY ",New York,40.7905714,-73.9753392,"10024"
Real Estate Property Group LLC,House for sale,350000.0,2,1,490.0,"750 Patterson Ave","Staten Island, NY ",United States,40.5731273,-74.089182,"10306"
Corcoran Park Slope,House for sale,1099000.0,4,2,2184.207862,"204-34 9th Ave","Queens, NY ",United States,40.5595612,-73.9147409,"11697"
RE MAX Boutique Realty,Co-op for sale,90000.0,1,1,450.0,"1383 Plimpton Ave Apt 1C","Bronx, NY ",New York,40.8423705,-73.9234444,"10452"
Laffey Real Estate,House for sale,839000.0,4,2,2184.207862,"158-35 87th St","Howard Beach, NY ",United States,40.6590909,-73.8451972,"11414"
CENTURY 21 PROFESSIONAL REALTY,House for sale,659000.0,8,3,2184.207862,"148-05 111th Ave","Jamaica, NY ",United States,40.688533,-73.796529,"11435"
Anthony Napolitano Homes,House for sale,399999.0,3,1,2184.207862,"178 Beach 24th St","Far Rockaway, NY ",United States,40.5950021,-73.7577376,"11691"
Homefinders of SI Inc.,Condo for sale,250000.0,3,1,2184.207862,"3105 Avenue V Apt 1F","Brooklyn, NY ",New York,40.5997081,-73.9344974,"11229"
Kismet Realty NY,House for sale,450000.0,3,2,1122.0,"102 Pilot St","Bronx, NY ",United States,40.8408308,-73.7856681,"10464"
Bellmarc,Multi-family home for sale,795000.0,3,2,1725.0,"1051 Herkimer St","Brooklyn, NY ",United States,40.6781645,-73.9185084,"11233"
J. Milo Real Estate Ltd,Co-op for sale,339000.0,1,1,1085.0,"9437 Shore Rd Apt C8","Brooklyn, NY ",New York,40.6171201,-74.0385203,"11209"
Keller Williams Village Sq Rlt,House for sale,800000.0,3,2,1224.0,"1883 E 53rd St","Old Mill Basin, NY ",United States,40.6125589,-73.9230425,"11234"
Built by Toll Brothers,For sale,1740000.0,2,2,1132.0,The Rockwell # 6H,"New York, NY ",United States,40.7986579,-73.9679035,"10025"
Epiphany Realty Llc,House for sale,650000.0,4,2,2244.0,"115115 220th St","Cambria Heights, NY ",United States,40.6968706,-73.7390395,"11411"
Re/Max Edge,House for sale,1165000.0,3,4,3500.0,"67 Dexter Ave","Staten Island, NY ",United States,40.5397292,-74.2155251,"10309"
RE MAX Edge,House for sale,2800000.0,4,6,8333.0,"25 Copperleaf Ter","Staten Island, NY ",United States,40.5861193,-74.1075476,"10304"
COMPASS,Condo for sale,1995000.0,2,3,1838.0,"298 E 2nd St Apt 4","Manhattan, NY ",New York,40.720539,-73.979335,"10009"
TOP NEST INC,Co-op for sale,564900.0,1,1,769.0,"215 Adams St Apt 10B","Brooklyn, NY ",New York,40.697478,-73.988335,"11201"
Corcoran West Side,Multi-family home for sale,1250000.0,6,4,2184.207862,"85 Arlington Ave","Brooklyn, NY ",United States,40.6800398,-73.8914993,"11207"
Corcoran Chelsea/Flatiron,Condo for sale,15000000,4,4,2184.207862,"70 W 45th St Ph 2","New York, NY ",New York,40.7563378,-73.982217,"10036"
Tapestry Real Estate of Queens,Multi-family home for sale,1399000.0,4,3,2283.0,"31-53 45 St","Astoria, NY ",United States,40.7580197,-73.9140215,"11103"
Corcoran West Side,Co-op for sale,2395000.0,2,2,1650.0,"320 E 57th St # E","New York, NY ",United States,40.7588081,-73.9647057,"10022"
RE MAX Real Estate Professionals,Multi-family home for sale,2300000.0,8,6,4000.0,"123 Bay 10th St","Brooklyn, NY ",United States,40.608367,-74.0112145,"11228"
Keller Williams NYC,Condo for sale,700000.0,1,2,900.0,"138 Edgecombe Avenue Gdn Unit 1A","New York, NY ",New York,40.8211582,-73.9445475,"10030"
CONTINENT REALTY LLC,House for sale,1650000.0,3,4,2272.0,"132 Oxford St","Brooklyn, NY ",United States,40.5799535,-73.9383472,"11235"
Keller Williams Rlty Landmark,House for sale,2600000.0,5,4,3024.0,"214-42 27th Ave","Bayside, NY ",United States,40.7780417,-73.7739629,"11360"
Corcoran West Side,Townhouse for sale,3500000.0,6,6,6000.0,"51 Hamilton Ter","New York, NY ",United States,40.8229141,-73.9460622,"10031"
Corcoran East Side,Co-op for sale,550000.0,1,1,2184.207862,"609 Columbus Ave Apt 10I","New York, NY ",New York,40.7887084,-73.9700091,"10024"
E House Realty & Mgt. Inc.,Pending,769000.0,3,4,2184.207862,"290 Lake Ave","Staten Island, NY ",United States,40.6291962,-74.1518654,"10303"
TALK OF THE TOWN REALTY C,House for sale,675000.0,3,2,2400.0,"2519 Mill Ave","Brooklyn, NY ",United States,40.610206,-73.91065,"11234"
Gateway Arms Realty Corp.,House for sale,879000.0,4,2,1238.0,"48 Princewood Ave","Staten Island, NY ",United States,40.5273247,-74.1983282,"10309"
KELLER WILLIAMS REALTY LANDMARK II,House for sale,918888.0,3,2,2184.207862,"30-36 88th St","East Elmhurst, NY ",United States,40.760703,-73.880887,"11369"
COMPASS,Townhouse for sale,2400000.0,4,2,1892.0,"396 A 9th St Unit 2","Brooklyn, NY ",United States,40.6674938,-73.9832146,"11215"
Jamie & Connie Real Estate Grp,House for sale,1730000.0,6,2,3024.0,"45-12 244th St","Little Neck, NY ",United States,40.765022,-73.7422005,"11362"
Sowae Corp,Multi-family home for sale,425000.0,5,2,2184.207862,"755 Coster St","Bronx, NY ",United States,40.8159966,-73.8881001,"10474"
East Coast REALTORS Inc,House for sale,2500000.0,5,2,1450.0,"33-02 Parsons Blvd","Flushing, NY ",United States,40.7679673,-73.8246067,"11354"
RE MAX Elite,House for sale,998000.0,4,4,2000.0,"336 Bethel Ave","Staten Island, NY ",United States,40.515251,-74.235145,"10307"
Coldwell Banker Advantage,House for sale,1195000.0,4,4,2688.0,"222 Hart Blvd","Staten Island, NY ",United States,40.6296431,-74.1005274,"10301"
RE MAX Real Estate Professionals,House for sale,1649000.0,3,2,2052.0,"1217 84th St","Brooklyn, NY ",United States,40.6164182,-74.0142443,"11228"
"Homes R Us Realty of NY, Inc.",House for sale,955000.0,4,4,2100.0,"82 Vineland Ave","Staten Island, NY ",United States,40.551184,-74.1840649,"10312"
LJ Realty Team Inc,Multi-family home for sale,949000.0,6,3,2184.207862,"117-37 141st St","Jamaica, NY ",United States,40.677393,-73.800094,"11436"
Keller Williams Rlty Landmark,House for sale,880000.0,3,2,1743.0,"190-16 33rd Ave","Flushing, NY ",United States,40.7668312,-73.7911175,"11358"
COMPASS,Townhouse for sale,39995000,4,2,10582.0,"145 Reade St","Manhattan, NY ",United States,40.7164224,-74.0101197,"10013"
Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,1250000.0,8,2,2184.207862,"246 E 58th St # Th","New York, NY ",United States,40.7600248,-73.9653546,"10022"
"Tom Crimmins Realty, Ltd.",Contingent,899999.0,3,2,1784.0,"61 Prescott Ave","Staten Island, NY ",United States,40.5788586,-74.11209,"10306"
RE MAX Elite,House for sale,1088888.0,3,4,1320.0,"1568 W 2nd St","Brooklyn, NY ",United States,40.6090909,-73.9762651,"11204"
CAROZZA NICHOLAS M,House for sale,888000.0,4,2,2686.0,"3079 Giegerich Pl","Bronx, NY ",United States,40.8130775,-73.8063357,"10465"
All American Realty Management,For sale,65000.0,3,1,230.0,"1287266 45 Madison St Unit 1","Manhattan, NY ",New York,40.7120703,-73.9983258,"10038"
Real Broker NY LLC,House for sale,1449999.0,3,2,2184.207862,"21-89 47th St","Long Island City, NY ",United States,40.7697773,-73.9014478,"11105"
Serhant,Townhouse for sale,14900000,5,5,2184.207862,"45 W 70th St","New York, NY ",United States,40.7758194,-73.9785263,"10023"
Flateau Realty Corp,Coming Soon,1695000.0,5,2,2250.0,"871 Putnam Ave","Ny, NY ",United States,40.686947,-73.9261885,"11221"
EXP Realty,House for sale,2499000.0,5,2,4100.0,"152 Whitson St","Forest Hills, NY ",United States,40.7107701,-73.8406935,"11375"
Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,1970000.0,4,4,2508.0,"59 Duffield St","Brooklyn, NY ",United States,40.6965326,-73.9839654,"11201"
COMPASS,Co-op for sale,1895000.0,2,2,2184.207862,"905 Union St Apt 1","Brooklyn, NY ",New York,40.673976,-73.973535,"11215"
DiTommaso Real Estate,House for sale,689000.0,3,2,1248.0,"46 Kirshon Ave","Staten Island, NY ",United States,40.6137764,-74.1600305,"10314"
Martino Realty Group,House for sale,649999.0,3,2,1440.0,"219 Slater Blvd","Staten Island, NY ",United States,40.5803331,-74.0885167,"10305"
EXP Realty,House for sale,669000.0,3,2,864.0,"74 Holly St","Staten Island, NY ",United States,40.5993523,-74.0953882,"10304"
Realty Trends Corp,Multi-family home for sale,849000.0,5,3,2460.0,"43-06 Rockaway Beach Blvd","Far Rockaway, NY ",United States,40.5939428,-73.7748361,"11691"
Corcoran Westside Columbus,House for sale,800000.0,3,2,825.0,"1485 E 53rd St","Brooklyn, NY ",United States,40.6222734,-73.924094,"11234"
COMPASS,Co-op for sale,2375000.0,1,2,2184.207862,"10 Bleecker St Apt 5D","Manhattan, NY ",New York,40.7252187,-73.9929764,"10012"
Corcoran West Side Gallery,For sale,2400000.0,6,6,6688.0,"726 Nostrand Ave","Brooklyn, NY ",United States,40.6738566,-73.9506085,"11216"
eXp Realty BKNY,House for sale,390000.0,2,1,586.0,"231 Freeborn St","Staten Island, NY ",United States,40.574103,-74.0931668,"10306"
COMPASS,Condo for sale,2250000.0,1,1,2184.207862,"302 W 12th St Apt 7F","Manhattan, NY ",New York,40.737308,-74.0046666,"10014"
RE MAX Edge,House for sale,1450000.0,4,2,2700.0,"308 Poillon Ave","Staten Island, NY ",United States,40.5273093,-74.1753435,"10312"
ROCKAWAY PROPERTIES,Condo for sale,725000.0,2,2,792.0,"627 Wilson Ave Apt 3","Brooklyn, NY ",New York,40.6898164,-73.9062474,"11207"
Sotheby's International Realty - Downtown Manhattan,Co-op for sale,269000.0,1,1,2184.207862,"4901 Henry Hudson Pkwy W Apt 5F","Bronx, NY ",New York,40.8968048,-73.9087471,"10471"
COMPASS,Co-op for sale,695000.0,2,2,2184.207862,"575 Park Ave Unit 1101","Manhattan, NY ",New York,40.7651716,-73.9678719,"10065"
Winzone Realty Inc,House for sale,1300000.0,3,2,2184.207862,"246 Newman Ave","Bronx, NY ",United States,40.8109146,-73.853921,"10473"
Ilite Realty Inc,Co-op for sale,459000.0,3,2,1250.0,"2475 W 16th St Apt 19H","Brooklyn, NY ",United States,40.5866482,-73.9845156,"11214"
COMPASS,Pending,1225000.0,4,2,2184.207862,"34-47 80th St Unit 31","Queens, NY ",New York,40.7535399,-73.8868899,"11372"
RE/MAX Team,House for sale,699000.0,3,2,2184.207862,"10557 Avenue K","Brooklyn, NY ",United States,40.64539,-73.8897652,"11236"
Coldwell Banker American Homes,Multi-family home for sale,599999.0,4,2,2184.207862,"829 Pine St","Brooklyn, NY ",United States,40.6647996,-73.868117,"11208"
RE MAX Edge,Multi-family home for sale,1139000.0,3,3,2520.0,"2120 E 26th St","Brooklyn, NY ",United States,40.5994335,-73.9458671,"11229"
Pride Estates,Co-op for sale,498000.0,2,1,975.0,"138 71st St Apt E10","Brooklyn, NY ",New York,40.6351164,-74.0311609,"11209"
Laffey Real Estate,Co-op for sale,385000.0,1,2,900.0,"1805 215th St Apt 4S","Bayside, NY ",New York,40.7839299,-73.77643,"11360"
Progress Realty Inc.,Multi-family home for sale,999000.0,6,2,3144.0,"851 Van Nest Ave","Bronx, NY ",United States,40.8451067,-73.8601577,"10462"
COMPASS,Co-op for sale,399000.0,1,1,2184.207862,"34-41 85th St Unit 3U","Jackson Heights, NY ",New York,40.7531191,-73.8818757,"11372"
Staten Island Premiere Properties,Contingent,599000.0,4,4,2800.0,"77 Harbour Ct","Staten Island, NY ",United States,40.5387352,-74.1423893,"10308"
Staten Island Premiere Properties,House for sale,829888.0,4,2,1800.0,"70 Savo Loop","Staten Island, NY ","10309",40.521278,-74.2230351,"10309"
"Dynasty Real Estate, Inc.",Townhouse for sale,699998.0,3,2,1548.0,"159 Freedom Ave","Staten Island, NY ",United States,40.5953144,-74.1628286,"10314"
Daniel Gale Sotheby's International Realty,Co-op for sale,1088000.0,5,2,2184.207862,"20 Continental Ave Unit 5EF","Forest Hills, NY ",New York,40.7186003,-73.8453488,"11375"
WW Realty Group Inc,House for sale,999000.0,6,2,1280.0,"3426 Boller Ave","Bronx, NY ",United States,40.8808173,-73.8350832,"10475"
New York Realty Minimax,Multi-family home for sale,1188888.0,15,9,2184.207862,"677 Grandview Ave","Ridgewood, NY ",United States,40.7075546,-73.9036964,"11385"
NextHome Residential,Co-op for sale,265000.0,1,1,700.0,"23-45 Bell Blvd Unit 5K","Bayside, NY ",New York,40.7824499,-73.7765099,"11360"
"MAXIMILLION REALTY, INC.",Co-op for sale,288000.0,1,1,845.0,"3901 Nostrand Ave Apt 4C","Brooklyn, NY ",New York,40.5894827,-73.9395372,"11235"
Corcoran East Side,Co-op for sale,1495000.0,2,2,1350.0,"200 E 74th St Apt 6B","New York, NY ",New York,40.7708195,-73.9595235,"10021"
Corcoran Park Avenue South,Co-op for sale,925000.0,1,1,1000.0,"235 E 73rd St # 4B","New York, NY ",New York,40.7699425,-73.9583558,"10021"
Realty Connect USA LLC,Co-op for sale,349000.0,2,1,2184.207862,"84-70 129 St N Unit 5U","Kew Gardens, NY ",New York,40.7050355,-73.8241699,"11415"
AI Realty Brokerage LLC,Condo for sale,2000000.0,4,4,3000.0,"444 E 57th St Apt 2D","New York, NY ",New York,40.7573479,-73.9614914,"10022"
Century 21 Realty First,Condo for sale,839000.0,3,2,1376.0,"8895 26th Ave Apt 5A","Brooklyn, NY ",United States,40.5905451,-73.9910402,"11214"
Platinum Properties of Long Island,Co-op for sale,329000.0,1,1,820.0,"111-39 76th Rd Unit E6","Forest Hills, NY ",New York,40.7157399,-73.83672,"11375"
Keller Williams Hudson Valley,Multi-family home for sale,899000.0,6,3,3683.0,"948 E 217th St","Bronx, NY ",United States,40.8796143,-73.856153,"10469"
Citadel Circle Realty,House for sale,615000.0,3,2,2184.207862,"534 Powell St","Brownville, NY ",United States,40.6610456,-73.9019953,"11212"
Sotheby's International Realty - Downtown Manhattan,Condo for sale,800000.0,2,2,1257.0,"309 E 108th St Apt 5F","New York, NY ",New York,40.7917785,-73.9406204,"10029"
Coldwell Banker Advantage,Condo for sale,430000.0,2,2,1248.0,"527 Willow Rd E Unit 2","Staten Island, NY ",New York,40.6123868,-74.1511288,"10314"
Jessica Viola,Contingent,499000.0,3,2,1288.0,"625 Goethals Rd N","Staten Island, NY ",United States,40.6166867,-74.1576647,"10314"
